,Content,Query Name,Title,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
4456,"The Lubrizol Corporation, a maker of additives for lubricants and fuels, said yesterday that its chief executive, James L. Hambrick, 49, would begin treatment for testicular cancer. Mr. Hambrick plans to maintain daily responsibility for the company during his treatment, with assistance from the chairman, William Bares, Lubrizol said. Mr. Hambrick will undergo seven weeks of chemotherapy expected to eradicate the early-stage cancer, a spokesman said. The treatment will have no impact on the proposed acquisition of the closely held Noveon International Inc., the company said.",cancer,Lubrizol Chief Executive Is Battling Cancer,4456.0,1149.0,,
4457,"One senior banker, sipping his cup of espresso, sighed deeply when asked about the trust deficit in the financial industry these days.",cancer,Subprime: The Lung Cancer of Banking?,4457.0,1150.0,,
4458,"Brain tumors, often in the news, raise a frightening specter for the public. Recent reports that Senator Edward M. Kennedy of Massachusetts is suffering from a brain tumor has raised the level of angst. To add to the anxiety, we are now being told that cellphones might be responsible for the increase in this type of cancer.",cancer,Readers’ Questions: Options for Brain Cancer,4458.0,1151.0,,
4459,"At the World Economic Forum in Davos, Switzerland, Vice President Joseph R. Biden Jr. declared he wanted to “end cancer as we know it.”",cancer,Biden Calls for a Cancer ‘Moon Shot’,4459.0,1152.0,,
4460,"By using radio waves and magnetic fields to produce richly detailed images of soft tissue, magnetic resonance imaging can uncover breast abnormalities that cannot be seen with an ordinary mammogram. ",cancer,"In New Cancer Guideline, a Host of Uncertainties",4460.0,1153.0,,
4461,"Jeffrey C. Allen, 65, is a professor of pediatrics and neurology and the director of the division of neuro-oncology at the New York University Cancer Institute. He has helped train many specialists in his relatively new and small field.",cancer,A Commitment to Fighting Childhood Cancer,4461.0,1154.0,,
4462,"Why are so many mastectomies performed, when less invasive lumpectomies are often an alternative? A new study reports that part of the answer may lie with the patients.",cancer,Choosing Breast Cancer Surgery,4462.0,1155.0,,
4463,"A former nursing home owned by Essex County will be converted into the state's first freestanding cancer research and treatment center. Under the deal, the county will sell the Essex County Geriatric Center for $5 million to the Garden State Cancer Center, which now occupies space at the University of Medicine and Dentistry of New Jersey in Newark. The cancer center is scheduled to open in 1999.",cancer,New Home for Cancer Center,4463.0,1156.0,,
4464,"When a woman finds out that she has breast cancer, fear and depression may be quickly followed by overwhelming confusion. There are so many decisions to make about surgery, radiation, types of chemotherapy and hormonal treatment that women may wonder how to make sure they really are getting the best, most up-to-date advice.",cancer,Centers Publish Breast Cancer Guide,4464.0,1157.0,,
4465, The links will spawn new windows . ,cancer,Women's Health Resources: Colorectal Cancer,4465.0,1158.0,,
4466,Scientists are reporting today that they have created the first vaccine that appears able to prevent cervical cancer. The vaccine works by making people immune to a sexually transmitted virus that causes many cases of the disease.,cancer,Vaccine Appears to Prevent Cervical Cancer,4466.0,1159.0,,
4467,"An experimental vaccine to prevent cervical cancer, first proved effective in preliminary testing two years ago, has continued to provide protection against the disease, researchers reported yesterday.",cancer,Vaccine Works to Prevent Cervical Cancer,4467.0,1160.0,,
4468,"Fifty-five years ago, when I was 15, my mother made me promise that I would not commit suicide. I intend to keep that promise if and when I ask a doctor for passive assistance — ending life-sustaining support — or for active help: palliative sedation or a lethal prescription. To my mind, treating cancer pain aggressively even when it accelerates the dying process should not be equated with suicide.",cancer,Living With Cancer: Deciding About Dying,4468.0,1161.0,,
4469,"If his mother hadn’t struck up a conversation with a stranger in a waiting room, Dan Shapiro would never have become the biological father of Alexandra, 13, and Abigail, 9. Dan was a 20-year-old junior in college when doctors diagnosed stage 2 Hodgkin’s disease. His treatment was to be six cycles of highly toxic chemotherapy followed by radiation.",cancer,Family Planning When Cancer Intrudes,4469.0,1162.0,,
4470,"Lance Armstrong, the star American bicycle racer and former world champion, said from his home in Austin, Tex., yesterday that he has testicular cancer, that it has spread to his abdomen and lungs and that he started 12 weeks of chemotherapy on Monday.",cancer,Armstrong Acknowledges Cancer Battle,4470.0,1163.0,,
4471,"The State Health Department today published breast cancer rates by ZIP code for the entire state, the first time such widespread mapping of a cancer has been produced in such detail.",cancer,Breast Cancer Is Pinpointed By ZIP Code,4471.0,1164.0,,
4472,"Several insurers have decided in recent weeks to pay for experimental treatments for cancer, but only for policyholders who participate in clinical trials sanctioned by federal health agencies.",cancer,Insurers Are Covering Cancer Experiments,4472.0,1165.0,,
4473,Nonsmoking women in an area of China’s Yunnan province die of lung cancer at a rate 20 times that of their counterparts in other regions of the country  and higher than anywhere else in the world. ,cancer,Coal Is Linked to Cancer in China Province,4473.0,1166.0,,
4474,"Some cancer patients on a common medication are being warned to stay away from St. John's wort, the herbal supplement often used as an antidepressant.",cancer,Hazards: Keeping Cancer Drug Effective,4474.0,1167.0,,
4475,"In a long-delayed harvest from the human genome project, researchers say they have found six new sites of variation in the genome that increase the risk of breast cancer.",cancer,Scientists Explore Genetic Risk of Breast Cancer,4475.0,1168.0,,
4476,"Listening to music may reduce anxiety and pain in cancer patients, new research suggests.",cancer,Regimens: Soothing Melodies for Cancer Patients,4476.0,1169.0,,
4477,"Justice Ruth Bader Ginsburg underwent surgery at the Memorial Sloan-Kettering Cancer Center in New York on Thursday for what was apparently early-stage pancreatic cancer, according to a statement released by the Supreme Court.",cancer,Ginsburg has surgery for pancreatic cancer,4477.0,1170.0,,
4478,"If doctors began a broad screening program for early signs of melanoma, they might find any number of cases soon enough to save lives. But would it be worth the cost?",cancer,Screening: Making a Case for Early Testing for Skin Cancer,4478.0,1171.0,,
4479,"In Science Times today, Denise Grady explores the usefulness of breast cancer screening. Ms. Grady writes:",cancer,Breast Cancer: Who Should Be Screened?,4479.0,1172.0,,
4480,"Gestational diabetes may be associated with a substantially increased risk for pancreatic cancer, a new study has found.",cancer,At Risk: Gestational Diabetes May Be Tied to Type of Cancer,4480.0,1173.0,,
4481,"Scientific evidence has not shown that women can avoid the breast cancer risk from hormone replacement therapy by taking the drugs for only a short time, researchers said today. It also has not shown that the risk disappears as soon as the drugs are stopped.",cancer,Cancer Risk Of Hormones May Linger,4481.0,1174.0,,
4482,"Here are some questions you may not think to ask your doctor, along with notes on why they’re important.",cancer,What to Ask about Cervical Cancer,4482.0,1175.0,,
4483,"Two widely used treatments for breast cancer -- radiation and the drug Herceptin -- can cause heart problems, researchers are reporting.",cancer,Treatments For Cancer Are Linked To Heart Ills,4483.0,1176.0,,
4484,"Aspirin may help reduce the risk of colon cancer, a new study suggests, when taken in large doses over long periods of time.",cancer,Nostrums: Aspirin May Reduce Risk of Colon Cancer,4484.0,1177.0,,
4485,"The widely used genetic test for breast cancer risk can miss mutations that help cause the disease, according to a new study, a finding that is likely to increase the pressure to develop more thorough testing methods.",cancer,Flaw Seen in Genetic Test for Breast Cancer Risk,4485.0,1178.0,,
4486,"A new version of a screening test for ovarian cancer may reduce deaths from the disease, but it needs more study to determine whether the benefits hold up, researchers reported on Thursday.",cancer,Early Detection of Ovarian Cancer May Become Possible,4486.0,1179.0,,
4487,"You're a man, 65 years old, and you've been having trouble urinating. Your doctor tells you that you have a cancer in your prostate making the gland press on the tube that carries urine. The good news is that the cancer seems confined to your prostate; there is no evidence that it has spread.",cancer,Dilemma on Prostate Cancer Treatment Splits Experts,4487.0,1180.0,,
